"","country","iso_code","date","total_vaccinations","people_vaccinated","people_fully_vaccinated","daily_vaccinations_raw","daily_vaccinations","total_vaccinations_per_hundred","people_vaccinated_per_hundred","people_fully_vaccinated_per_hundred","daily_vaccinations_per_million","vaccines","source_name","source_website","max_full_vac"
"1399","Serbia","SRB",2021-04-10,2882854,1716843,1166011,46842,48297,42.37,25.23,17.14,7098,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V","Government of Serbia","https://www.rts.rs/page/stories/sr/%D0%9A%D0%BE%D1%80%D0%BE%D0%BD%D0%B0%D0%B2%D0%B8%D1%80%D1%83%D1%81/story/3134/koronavirus-u-srbiji/4328512/koronavirus-srbija-zarazeni-novi-podaci-10.-april.html",17.14
"1400","Seychelles","SYC",2021-01-09,0,0,NA,NA,NA,0,0,NA,NA,"Oxford/AstraZeneca, Sinopharm/Beijing","Extended Programme for Immunisation","https://www.facebook.com/mohseychellesofficial/photos/pcb.1712700835597707/1712700562264401/",43.99
"1401","Seychelles","SYC",2021-01-10,NA,NA,NA,NA,500,NA,NA,NA,5084,"Oxford/AstraZeneca, Sinopharm/Beijing","Extended Programme for Immunisation","https://www.facebook.com/mohseychellesofficial/photos/pcb.1712700835597707/1712700562264401/",43.99
"1402","Seychelles","SYC",2021-01-11,NA,NA,NA,NA,500,NA,NA,NA,5084,"Oxford/AstraZeneca, Sinopharm/Beijing","Extended Programme for Immunisation","https://www.facebook.com/mohseychellesofficial/photos/pcb.1712700835597707/1712700562264401/",43.99
"1403","Seychelles","SYC",2021-01-12,NA,NA,NA,NA,500,NA,NA,NA,5084,"Oxford/AstraZeneca, Sinopharm/Beijing","Extended Programme for Immunisation","https://www.facebook.com/mohseychellesofficial/photos/pcb.1712700835597707/1712700562264401/",43.99
"1404","Seychelles","SYC",2021-01-13,2000,2000,NA,NA,500,2.03,2.03,NA,5084,"Oxford/AstraZeneca, Sinopharm/Beijing","Extended Programme for Immunisation","https://www.facebook.com/mohseychellesofficial/photos/pcb.1712700835597707/1712700562264401/",43.99
"1405","Seychelles","SYC",2021-01-14,NA,NA,NA,NA,600,NA,NA,NA,6101,"Oxford/AstraZeneca, Sinopharm/Beijing","Extended Programme for Immunisation","https://www.facebook.com/mohseychellesofficial/photos/pcb.1712700835597707/1712700562264401/",43.99
"1406","Seychelles","SYC",2021-01-15,4000,4000,NA,NA,667,4.07,4.07,NA,6783,"Oxford/AstraZeneca, Sinopharm/Beijing","Extended Programme for Immunisation","https://www.facebook.com/mohseychellesofficial/photos/pcb.1712700835597707/1712700562264401/",43.99
"1407","Seychelles","SYC",2021-01-16,7000,7000,NA,3000,1000,7.12,7.12,NA,10169,"Oxford/AstraZeneca, Sinopharm/Beijing","Extended Programme for Immunisation","https://www.facebook.com/mohseychellesofficial/photos/pcb.1712700835597707/1712700562264401/",43.99
"1408","Seychelles","SYC",2021-01-17,NA,NA,NA,NA,1118,NA,NA,NA,11369,"Oxford/AstraZeneca, Sinopharm/Beijing","Extended Programme for Immunisation","https://www.facebook.com/mohseychellesofficial/photos/pcb.1712700835597707/1712700562264401/",43.99
"1409","Seychelles","SYC",2021-01-18,NA,NA,NA,NA,1236,NA,NA,NA,12569,"Oxford/AstraZeneca, Sinopharm/Beijing","Extended Programme for Immunisation","https://www.facebook.com/mohseychellesofficial/photos/pcb.1712700835597707/1712700562264401/",43.99
"1410","Seychelles","SYC",2021-01-19,10976,10976,NA,NA,1354,11.16,11.16,NA,13769,"Oxford/AstraZeneca, Sinopharm/Beijing","Extended Programme for Immunisation","https://www.facebook.com/mohseychellesofficial/photos/pcb.1712700835597707/1712700562264401/",43.99
"1411","Seychelles","SYC",2021-01-20,13163,13163,NA,2187,1595,13.39,13.39,NA,16219,"Oxford/AstraZeneca, Sinopharm/Beijing","Extended Programme for Immunisation","https://www.facebook.com/mohseychellesofficial/photos/pcb.1712700835597707/1712700562264401/",43.99
"1412","Seychelles","SYC",2021-01-21,NA,NA,NA,NA,1718,NA,NA,NA,17470,"Oxford/AstraZeneca, Sinopharm/Beijing","Extended Programme for Immunisation","https://www.facebook.com/mohseychellesofficial/photos/pcb.1712700835597707/1712700562264401/",43.99
"1413","Seychelles","SYC",2021-01-22,16890,16890,NA,NA,1841,17.18,17.18,NA,18721,"Oxford/AstraZeneca, Sinopharm/Beijing","Extended Programme for Immunisation","https://www.facebook.com/mohseychellesofficial/photos/pcb.1712700835597707/1712700562264401/",43.99
"1414","Seychelles","SYC",2021-01-23,18353,18353,NA,1463,1622,18.66,18.66,NA,16494,"Oxford/AstraZeneca, Sinopharm/Beijing","Extended Programme for Immunisation","https://www.facebook.com/mohseychellesofficial/photos/pcb.1712700835597707/1712700562264401/",43.99
"1415","Seychelles","SYC",2021-01-24,NA,NA,NA,NA,1542,NA,NA,NA,15680,"Oxford/AstraZeneca, Sinopharm/Beijing","Extended Programme for Immunisation","https://www.facebook.com/mohseychellesofficial/photos/pcb.1712700835597707/1712700562264401/",43.99
"1416","Seychelles","SYC",2021-01-25,19889,19889,NA,NA,1463,20.22,20.22,NA,14877,"Oxford/AstraZeneca, Sinopharm/Beijing","Extended Programme for Immunisation","https://www.facebook.com/mohseychellesofficial/photos/pcb.1712700835597707/1712700562264401/",43.99
"1417","Seychelles","SYC",2021-01-26,22712,22712,NA,2823,1677,23.1,23.1,NA,17053,"Oxford/AstraZeneca, Sinopharm/Beijing","Extended Programme for Immunisation","https://www.facebook.com/mohseychellesofficial/photos/pcb.1712700835597707/1712700562264401/",43.99
"1418","Seychelles","SYC",2021-01-27,25587,25587,NA,2875,1775,26.02,26.02,NA,18050,"Oxford/AstraZeneca, Sinopharm/Beijing","Extended Programme for Immunisation","https://www.facebook.com/mohseychellesofficial/photos/pcb.1712700835597707/1712700562264401/",43.99
"1419","Seychelles","SYC",2021-01-28,28779,28779,NA,3192,1965,29.26,29.26,NA,19982,"Oxford/AstraZeneca, Sinopharm/Beijing","Extended Programme for Immunisation","https://www.facebook.com/mohseychellesofficial/photos/pcb.1712700835597707/1712700562264401/",43.99
"1420","Seychelles","SYC",2021-01-29,30861,30861,NA,2082,1996,31.38,31.38,NA,20297,"Oxford/AstraZeneca, Sinopharm/Beijing","Extended Programme for Immunisation","https://www.facebook.com/mohseychellesofficial/photos/pcb.1712700835597707/1712700562264401/",43.99
"1421","Seychelles","SYC",2021-01-30,NA,NA,NA,NA,1988,NA,NA,NA,20216,"Oxford/AstraZeneca, Sinopharm/Beijing","Extended Programme for Immunisation","https://www.facebook.com/mohseychellesofficial/photos/pcb.1712700835597707/1712700562264401/",43.99
"1422","Seychelles","SYC",2021-01-31,NA,NA,NA,NA,2079,NA,NA,NA,21141,"Oxford/AstraZeneca, Sinopharm/Beijing","Extended Programme for Immunisation","https://www.facebook.com/mohseychellesofficial/photos/pcb.1712700835597707/1712700562264401/",43.99
"1423","Seychelles","SYC",2021-02-01,35079,35079,NA,NA,2170,35.67,35.67,NA,22066,"Oxford/AstraZeneca, Sinopharm/Beijing","Extended Programme for Immunisation","https://www.facebook.com/mohseychellesofficial/photos/pcb.1712700835597707/1712700562264401/",43.99
"1424","Seychelles","SYC",2021-02-02,36284,36284,NA,1205,1939,36.9,36.9,NA,19717,"Oxford/AstraZeneca, Sinopharm/Beijing","Extended Programme for Immunisation","https://www.facebook.com/mohseychellesofficial/photos/pcb.1712700835597707/1712700562264401/",43.99
"1425","Seychelles","SYC",2021-02-03,37092,37087,5,808,1644,37.72,37.71,0.01,16718,"Oxford/AstraZeneca, Sinopharm/Beijing","Extended Programme for Immunisation","https://www.facebook.com/mohseychellesofficial/photos/pcb.1712700835597707/1712700562264401/",43.99
"1426","Seychelles","SYC",2021-02-04,NA,NA,NA,NA,1287,NA,NA,NA,13087,"Oxford/AstraZeneca, Sinopharm/Beijing","Extended Programme for Immunisation","https://www.facebook.com/mohseychellesofficial/photos/pcb.1712700835597707/1712700562264401/",43.99
"1427","Seychelles","SYC",2021-02-05,NA,NA,NA,NA,1089,NA,NA,NA,11074,"Oxford/AstraZeneca, Sinopharm/Beijing","Extended Programme for Immunisation","https://www.facebook.com/mohseychellesofficial/photos/pcb.1712700835597707/1712700562264401/",43.99
"1428","Seychelles","SYC",2021-02-06,39175,37589,1586,NA,987,39.84,38.22,1.61,10037,"Oxford/AstraZeneca, Sinopharm/Beijing","Extended Programme for Immunisation","https://www.facebook.com/mohseychellesofficial/photos/pcb.1712700835597707/1712700562264401/",43.99
"1429","Seychelles","SYC",2021-02-07,NA,NA,NA,NA,966,NA,NA,NA,9823,"Oxford/AstraZeneca, Sinopharm/Beijing","Extended Programme for Immunisation","https://www.facebook.com/mohseychellesofficial/photos/pcb.1712700835597707/1712700562264401/",43.99
"1430","Seychelles","SYC",2021-02-08,41694,37714,3980,NA,945,42.4,38.35,4.05,9610,"Oxford/AstraZeneca, Sinopharm/Beijing","Extended Programme for Immunisation","https://www.facebook.com/mohseychellesofficial/photos/pcb.1712700835597707/1712700562264401/",43.99
"1431","Seychelles","SYC",2021-02-09,44423,37723,6700,2729,1163,45.17,38.36,6.81,11826,"Oxford/AstraZeneca, Sinopharm/Beijing","Extended Programme for Immunisation","https://www.facebook.com/mohseychellesofficial/photos/pcb.1712700835597707/1712700562264401/",43.99
"1432","Seychelles","SYC",2021-02-10,48061,37726,10335,3638,1567,48.87,38.36,10.51,15935,"Oxford/AstraZeneca, Sinopharm/Beijing","Extended Programme for Immunisation","https://www.facebook.com/mohseychellesofficial/photos/pcb.1712700835597707/1712700562264401/",43.99
"1433","Seychelles","SYC",2021-02-11,51819,37952,13867,3758,2005,52.69,38.59,14.1,20388,"Oxford/AstraZeneca, Sinopharm/Beijing","Extended Programme for Immunisation","https://www.facebook.com/mohseychellesofficial/photos/pcb.1712700835597707/1712700562264401/",43.99
"1434","Seychelles","SYC",2021-02-12,NA,NA,NA,NA,2203,NA,NA,NA,22402,"Oxford/AstraZeneca, Sinopharm/Beijing","Extended Programme for Immunisation","https://www.facebook.com/mohseychellesofficial/photos/pcb.1712700835597707/1712700562264401/",43.99
"1435","Seychelles","SYC",2021-02-13,55980,41799,14181,NA,2401,56.92,42.5,14.42,24415,"Oxford/AstraZeneca, Sinopharm/Beijing","Extended Programme for Immunisation","https://www.facebook.com/mohseychellesofficial/photos/pcb.1712700835597707/1712700562264401/",43.99
"1436","Seychelles","SYC",2021-02-14,NA,NA,NA,NA,2383,NA,NA,NA,24232,"Oxford/AstraZeneca, Sinopharm/Beijing","Extended Programme for Immunisation","https://www.facebook.com/mohseychellesofficial/photos/pcb.1712700835597707/1712700562264401/",43.99
"1437","Seychelles","SYC",2021-02-15,58249,41808,16441,NA,2365,59.23,42.51,16.72,24049,"Oxford/AstraZeneca, Sinopharm/Beijing","Extended Programme for Immunisation","https://www.facebook.com/mohseychellesofficial/photos/pcb.1712700835597707/1712700562264401/",43.99
"1438","Seychelles","SYC",2021-02-16,59991,41815,18176,1742,2224,61,42.52,18.48,22615,"Oxford/AstraZeneca, Sinopharm/Beijing","Extended Programme for Immunisation","https://www.facebook.com/mohseychellesofficial/photos/pcb.1712700835597707/1712700562264401/",43.99
"1439","Seychelles","SYC",2021-02-17,61351,41839,19512,1360,1899,62.39,42.55,19.84,19311,"Oxford/AstraZeneca, Sinopharm/Beijing","Extended Programme for Immunisation","https://www.facebook.com/mohseychellesofficial/photos/pcb.1712700835597707/1712700562264401/",43.99
"1440","Seychelles","SYC",2021-02-18,63286,42621,20665,1935,1638,64.35,43.34,21.01,16656,"Oxford/AstraZeneca, Sinopharm/Beijing","Extended Programme for Immunisation","https://www.facebook.com/mohseychellesofficial/photos/pcb.1712700835597707/1712700562264401/",43.99
"1441","Seychelles","SYC",2021-02-19,65060,43461,21599,1774,1594,66.16,44.19,21.96,16209,"Oxford/AstraZeneca, Sinopharm/Beijing","Extended Programme for Immunisation","https://www.facebook.com/mohseychellesofficial/photos/pcb.1712700835597707/1712700562264401/",43.99
"1442","Seychelles","SYC",2021-02-20,NA,NA,NA,NA,1334,NA,NA,NA,13565,"Oxford/AstraZeneca, Sinopharm/Beijing","Extended Programme for Immunisation","https://www.facebook.com/mohseychellesofficial/photos/pcb.1712700835597707/1712700562264401/",43.99
"1443","Seychelles","SYC",2021-02-21,65576,43977,21599,NA,1209,66.68,44.72,21.96,12294,"Oxford/AstraZeneca, Sinopharm/Beijing","Extended Programme for Immunisation","https://www.facebook.com/mohseychellesofficial/photos/pcb.1712700835597707/1712700562264401/",43.99
"1444","Seychelles","SYC",2021-02-22,NA,NA,NA,NA,1403,NA,NA,NA,14267,"Oxford/AstraZeneca, Sinopharm/Beijing","Extended Programme for Immunisation","https://www.facebook.com/mohseychellesofficial/photos/pcb.1712700835597707/1712700562264401/",43.99
"1445","Seychelles","SYC",2021-02-23,70568,47188,23380,NA,1511,71.76,47.98,23.77,15365,"Oxford/AstraZeneca, Sinopharm/Beijing","Extended Programme for Immunisation","https://www.facebook.com/mohseychellesofficial/photos/pcb.1712700835597707/1712700562264401/",43.99
"1446","Seychelles","SYC",2021-02-24,NA,NA,NA,NA,1640,NA,NA,NA,16677,"Oxford/AstraZeneca, Sinopharm/Beijing","Extended Programme for Immunisation","https://www.facebook.com/mohseychellesofficial/photos/pcb.1712700835597707/1712700562264401/",43.99
"1447","Seychelles","SYC",2021-02-25,75096,51577,23519,NA,1687,76.36,52.45,23.92,17155,"Oxford/AstraZeneca, Sinopharm/Beijing","Extended Programme for Immunisation","https://www.facebook.com/mohseychellesofficial/photos/pcb.1712700835597707/1712700562264401/",43.99
"1448","Seychelles","SYC",2021-02-26,NA,NA,NA,NA,1744,NA,NA,NA,17734,"Oxford/AstraZeneca, Sinopharm/Beijing","Extended Programme for Immunisation","https://www.facebook.com/mohseychellesofficial/photos/pcb.1712700835597707/1712700562264401/",43.99
"1449","Seychelles","SYC",2021-02-27,79438,55889,23549,NA,2017,80.78,56.83,23.95,20510,"Oxford/AstraZeneca, Sinopharm/Beijing","Extended Programme for Immunisation","https://www.facebook.com/mohseychellesofficial/photos/pcb.1712700835597707/1712700562264401/",43.99
"1450","Seychelles","SYC",2021-02-28,NA,NA,NA,NA,2030,NA,NA,NA,20643,"Oxford/AstraZeneca, Sinopharm/Beijing","Extended Programme for Immunisation","https://www.facebook.com/mohseychellesofficial/photos/pcb.1712700835597707/1712700562264401/",43.99
"1451","Seychelles","SYC",2021-03-01,80131,55901,24230,NA,1723,81.48,56.84,24.64,17521,"Oxford/AstraZeneca, Sinopharm/Beijing","Extended Programme for Immunisation","https://www.facebook.com/mohseychellesofficial/photos/pcb.1712700835597707/1712700562264401/",43.99
"1452","Seychelles","SYC",2021-03-02,NA,NA,NA,NA,1418,NA,NA,NA,14419,"Oxford/AstraZeneca, Sinopharm/Beijing","Extended Programme for Immunisation","https://www.facebook.com/mohseychellesofficial/photos/pcb.1712700835597707/1712700562264401/",43.99
"1453","Seychelles","SYC",2021-03-03,80863,56261,24602,NA,1147,82.23,57.21,25.02,11664,"Oxford/AstraZeneca, Sinopharm/Beijing","Extended Programme for Immunisation","https://www.facebook.com/mohseychellesofficial/photos/pcb.1712700835597707/1712700562264401/",43.99
"1454","Seychelles","SYC",2021-03-04,81715,57095,24620,852,946,83.09,58.06,25.04,9620,"Oxford/AstraZeneca, Sinopharm/Beijing","Extended Programme for Immunisation","https://www.facebook.com/mohseychellesofficial/photos/pcb.1712700835597707/1712700562264401/",43.99
"1455","Seychelles","SYC",2021-03-05,NA,NA,NA,NA,734,NA,NA,NA,7464,"Oxford/AstraZeneca, Sinopharm/Beijing","Extended Programme for Immunisation","https://www.facebook.com/mohseychellesofficial/photos/pcb.1712700835597707/1712700562264401/",43.99
"1456","Seychelles","SYC",2021-03-06,NA,NA,NA,NA,522,NA,NA,NA,5308,"Oxford/AstraZeneca, Sinopharm/Beijing","Extended Programme for Immunisation","https://www.facebook.com/mohseychellesofficial/photos/pcb.1712700835597707/1712700562264401/",43.99
"1457","Seychelles","SYC",2021-03-07,NA,NA,NA,NA,571,NA,NA,NA,5806,"Oxford/AstraZeneca, Sinopharm/Beijing","Extended Programme for Immunisation","https://www.facebook.com/mohseychellesofficial/photos/pcb.1712700835597707/1712700562264401/",43.99
"1458","Seychelles","SYC",2021-03-08,84468,57901,26567,NA,620,85.89,58.88,27.02,6305,"Oxford/AstraZeneca, Sinopharm/Beijing","Extended Programme for Immunisation","https://www.facebook.com/mohseychellesofficial/photos/pcb.1712700835597707/1712700562264401/",43.99
"1459","Seychelles","SYC",2021-03-09,NA,NA,NA,NA,772,NA,NA,NA,7850,"Oxford/AstraZeneca, Sinopharm/Beijing","Extended Programme for Immunisation","https://www.facebook.com/mohseychellesofficial/photos/pcb.1712700835597707/1712700562264401/",43.99
"1460","Seychelles","SYC",2021-03-10,87333,60439,26894,NA,924,88.81,61.46,27.35,9396,"Oxford/AstraZeneca, Sinopharm/Beijing","Extended Programme for Immunisation","https://www.facebook.com/mohseychellesofficial/photos/pcb.1712700835597707/1712700562264401/",43.99
"1461","Seychelles","SYC",2021-03-11,88106,61070,27036,773,913,89.59,62.1,27.49,9284,"Oxford/AstraZeneca, Sinopharm/Beijing","Extended Programme for Immunisation","https://www.facebook.com/mohseychellesofficial/photos/pcb.1712700835597707/1712700562264401/",43.99
"1462","Seychelles","SYC",2021-03-12,NA,NA,NA,NA,865,NA,NA,NA,8796,"Oxford/AstraZeneca, Sinopharm/Beijing","Extended Programme for Immunisation","https://www.facebook.com/mohseychellesofficial/photos/pcb.1712700835597707/1712700562264401/",43.99
"1463","Seychelles","SYC",2021-03-13,NA,NA,NA,NA,817,NA,NA,NA,8308,"Oxford/AstraZeneca, Sinopharm/Beijing","Extended Programme for Immunisation","https://www.facebook.com/mohseychellesofficial/photos/pcb.1712700835597707/1712700562264401/",43.99
"1464","Seychelles","SYC",2021-03-14,NA,NA,NA,NA,768,NA,NA,NA,7810,"Oxford/AstraZeneca, Sinopharm/Beijing","Extended Programme for Immunisation","https://www.facebook.com/mohseychellesofficial/photos/pcb.1712700835597707/1712700562264401/",43.99
"1465","Seychelles","SYC",2021-03-15,89509,62067,27442,NA,720,91.02,63.11,27.91,7322,"Oxford/AstraZeneca, Sinopharm/Beijing","Extended Programme for Immunisation","https://www.facebook.com/mohseychellesofficial/photos/pcb.1712700835597707/1712700562264401/",43.99
"1466","Seychelles","SYC",2021-03-16,NA,NA,NA,NA,546,NA,NA,NA,5552,"Oxford/AstraZeneca, Sinopharm/Beijing","Extended Programme for Immunisation","https://www.facebook.com/mohseychellesofficial/photos/pcb.1712700835597707/1712700562264401/",43.99
"1467","Seychelles","SYC",2021-03-17,NA,NA,NA,NA,372,NA,NA,NA,3783,"Oxford/AstraZeneca, Sinopharm/Beijing","Extended Programme for Immunisation","https://www.facebook.com/mohseychellesofficial/photos/pcb.1712700835597707/1712700562264401/",43.99
"1468","Seychelles","SYC",2021-03-18,90150,62457,27693,NA,292,91.67,63.51,28.16,2969,"Oxford/AstraZeneca, Sinopharm/Beijing","Extended Programme for Immunisation","https://www.facebook.com/mohseychellesofficial/photos/pcb.1712700835597707/1712700562264401/",43.99
"1469","Seychelles","SYC",2021-03-19,NA,NA,NA,NA,365,NA,NA,NA,3712,"Oxford/AstraZeneca, Sinopharm/Beijing","Extended Programme for Immunisation","https://www.facebook.com/mohseychellesofficial/photos/pcb.1712700835597707/1712700562264401/",43.99
"1470","Seychelles","SYC",2021-03-20,NA,NA,NA,NA,439,NA,NA,NA,4464,"Oxford/AstraZeneca, Sinopharm/Beijing","Extended Programme for Immunisation","https://www.facebook.com/mohseychellesofficial/photos/pcb.1712700835597707/1712700562264401/",43.99
"1471","Seychelles","SYC",2021-03-21,NA,NA,NA,NA,512,NA,NA,NA,5206,"Oxford/AstraZeneca, Sinopharm/Beijing","Extended Programme for Immunisation","https://www.facebook.com/mohseychellesofficial/photos/pcb.1712700835597707/1712700562264401/",43.99
"1472","Seychelles","SYC",2021-03-22,NA,NA,NA,NA,586,NA,NA,NA,5959,"Oxford/AstraZeneca, Sinopharm/Beijing","Extended Programme for Immunisation","https://www.facebook.com/mohseychellesofficial/photos/pcb.1712700835597707/1712700562264401/",43.99
"1473","Seychelles","SYC",2021-03-23,94472,63100,31372,NA,678,96.07,64.17,31.9,6894,"Oxford/AstraZeneca, Sinopharm/Beijing","Extended Programme for Immunisation","https://www.facebook.com/mohseychellesofficial/photos/pcb.1712700835597707/1712700562264401/",43.99
"1474","Seychelles","SYC",2021-03-24,96523,63132,33391,2051,941,98.15,64.2,33.95,9569,"Oxford/AstraZeneca, Sinopharm/Beijing","Extended Programme for Immunisation","https://www.facebook.com/mohseychellesofficial/photos/pcb.1712700835597707/1712700562264401/",43.99
"1475","Seychelles","SYC",2021-03-25,NA,NA,NA,NA,1006,NA,NA,NA,10230,"Oxford/AstraZeneca, Sinopharm/Beijing","Extended Programme for Immunisation","https://www.facebook.com/mohseychellesofficial/photos/pcb.1712700835597707/1712700562264401/",43.99
"1476","Seychelles","SYC",2021-03-26,NA,NA,NA,NA,979,NA,NA,NA,9955,"Oxford/AstraZeneca, Sinopharm/Beijing","Extended Programme for Immunisation","https://www.facebook.com/mohseychellesofficial/photos/pcb.1712700835597707/1712700562264401/",43.99
"1477","Seychelles","SYC",2021-03-27,NA,NA,NA,NA,951,NA,NA,NA,9671,"Oxford/AstraZeneca, Sinopharm/Beijing","Extended Programme for Immunisation","https://www.facebook.com/mohseychellesofficial/photos/pcb.1712700835597707/1712700562264401/",43.99
"1478","Seychelles","SYC",2021-03-28,NA,NA,NA,NA,924,NA,NA,NA,9396,"Oxford/AstraZeneca, Sinopharm/Beijing","Extended Programme for Immunisation","https://www.facebook.com/mohseychellesofficial/photos/pcb.1712700835597707/1712700562264401/",43.99
"1479","Seychelles","SYC",2021-03-29,NA,NA,NA,NA,896,NA,NA,NA,9111,"Oxford/AstraZeneca, Sinopharm/Beijing","Extended Programme for Immunisation","https://www.facebook.com/mohseychellesofficial/photos/pcb.1712700835597707/1712700562264401/",43.99
"1480","Seychelles","SYC",2021-03-30,100552,63686,36866,NA,869,102.25,64.76,37.49,8837,"Oxford/AstraZeneca, Sinopharm/Beijing","Extended Programme for Immunisation","https://www.facebook.com/mohseychellesofficial/photos/pcb.1712700835597707/1712700562264401/",43.99
"1481","Seychelles","SYC",2021-03-31,NA,NA,NA,NA,685,NA,NA,NA,6966,"Oxford/AstraZeneca, Sinopharm/Beijing","Extended Programme for Immunisation","https://www.facebook.com/mohseychellesofficial/photos/pcb.1712700835597707/1712700562264401/",43.99
"1482","Seychelles","SYC",2021-04-01,102080,64123,37957,NA,698,103.8,65.21,38.6,7098,"Oxford/AstraZeneca, Sinopharm/Beijing","Extended Programme for Immunisation","https://www.facebook.com/mohseychellesofficial/photos/pcb.1712700835597707/1712700562264401/",43.99
"1483","Seychelles","SYC",2021-04-02,NA,NA,NA,NA,656,NA,NA,NA,6671,"Oxford/AstraZeneca, Sinopharm/Beijing","Extended Programme for Immunisation","https://www.facebook.com/mohseychellesofficial/photos/pcb.1712700835597707/1712700562264401/",43.99
"1484","Seychelles","SYC",2021-04-03,NA,NA,NA,NA,614,NA,NA,NA,6244,"Oxford/AstraZeneca, Sinopharm/Beijing","Extended Programme for Immunisation","https://www.facebook.com/mohseychellesofficial/photos/pcb.1712700835597707/1712700562264401/",43.99
"1485","Seychelles","SYC",2021-04-04,NA,NA,NA,NA,572,NA,NA,NA,5817,"Oxford/AstraZeneca, Sinopharm/Beijing","Extended Programme for Immunisation","https://www.facebook.com/mohseychellesofficial/photos/pcb.1712700835597707/1712700562264401/",43.99
"1486","Seychelles","SYC",2021-04-05,NA,NA,NA,NA,530,NA,NA,NA,5389,"Oxford/AstraZeneca, Sinopharm/Beijing","Extended Programme for Immunisation","https://www.facebook.com/mohseychellesofficial/photos/pcb.1712700835597707/1712700562264401/",43.99
"1487","Seychelles","SYC",2021-04-06,103968,64508,39460,NA,488,105.72,65.6,40.13,4962,"Oxford/AstraZeneca, Sinopharm/Beijing","Extended Programme for Immunisation","https://www.facebook.com/mohseychellesofficial/photos/pcb.1712700835597707/1712700562264401/",43.99
"1488","Seychelles","SYC",2021-04-07,NA,NA,NA,NA,550,NA,NA,NA,5593,"Oxford/AstraZeneca, Sinopharm/Beijing","Extended Programme for Immunisation","https://www.facebook.com/mohseychellesofficial/photos/pcb.1712700835597707/1712700562264401/",43.99
"1489","Seychelles","SYC",2021-04-08,NA,NA,NA,NA,611,NA,NA,NA,6213,"Oxford/AstraZeneca, Sinopharm/Beijing","Extended Programme for Immunisation","https://www.facebook.com/mohseychellesofficial/photos/pcb.1712700835597707/1712700562264401/",43.99
"1490","Seychelles","SYC",2021-04-09,NA,NA,NA,NA,728,NA,NA,NA,7403,"Oxford/AstraZeneca, Sinopharm/Beijing","Extended Programme for Immunisation","https://www.facebook.com/mohseychellesofficial/photos/pcb.1712700835597707/1712700562264401/",43.99
"1491","Seychelles","SYC",2021-04-10,108749,65490,43259,NA,845,110.58,66.6,43.99,8593,"Oxford/AstraZeneca, Sinopharm/Beijing","Extended Programme for Immunisation","https://www.facebook.com/mohseychellesofficial/photos/pcb.1712700835597707/1712700562264401/",43.99
"1492","United Arab Emirates","ARE",2021-01-05,826301,NA,NA,NA,NA,8.35,NA,NA,NA,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinopharm/Wuhan, Sputnik V","National Emergency Crisis and Disaster Management Authority","http://covid19.ncema.gov.ae/en",22.12
"1493","United Arab Emirates","ARE",2021-01-06,826301,NA,NA,0,0,8.35,NA,NA,0,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinopharm/Wuhan, Sputnik V","National Emergency Crisis and Disaster Management Authority","http://covid19.ncema.gov.ae/en",22.12
"1494","United Arab Emirates","ARE",2021-01-07,887697,NA,NA,61396,30698,8.98,NA,NA,3104,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinopharm/Wuhan, Sputnik V","National Emergency Crisis and Disaster Management Authority","http://covid19.ncema.gov.ae/en",22.12
"1495","United Arab Emirates","ARE",2021-01-08,941556,NA,NA,53859,38418,9.52,NA,NA,3884,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinopharm/Wuhan, Sputnik V","National Emergency Crisis and Disaster Management Authority","http://covid19.ncema.gov.ae/en",22.12
"1496","United Arab Emirates","ARE",2021-01-09,1020349,NA,NA,78793,48512,10.32,NA,NA,4905,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinopharm/Wuhan, Sputnik V","National Emergency Crisis and Disaster Management Authority","http://covid19.ncema.gov.ae/en",22.12
"1497","United Arab Emirates","ARE",2021-01-10,1086568,836568,250000,66219,52053,10.99,8.46,2.53,5263,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinopharm/Wuhan, Sputnik V","National Emergency Crisis and Disaster Management Authority","http://covid19.ncema.gov.ae/en",22.12
"1498","United Arab Emirates","ARE",2021-01-11,1167251,NA,NA,80683,56825,11.8,NA,NA,5745,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinopharm/Wuhan, Sputnik V","National Emergency Crisis and Disaster Management Authority","http://covid19.ncema.gov.ae/en",22.12
"1499","United Arab Emirates","ARE",2021-01-12,1275652,NA,NA,108401,64193,12.9,NA,NA,6490,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinopharm/Wuhan, Sputnik V","National Emergency Crisis and Disaster Management Authority","http://covid19.ncema.gov.ae/en",22.12
