"","country","iso_code","date","total_vaccinations","people_vaccinated","people_fully_vaccinated","daily_vaccinations_raw","daily_vaccinations","total_vaccinations_per_hundred","people_vaccinated_per_hundred","people_fully_vaccinated_per_hundred","daily_vaccinations_per_million","vaccines","source_name","source_website"
"783","Turkey","TUR",2021-03-19,12844577,8007734,4836843,413095,300329,15.23,9.49,5.73,3561,"Pfizer/BioNTech, Sinovac","COVID-19 Vaccine Information Platform","https://covid19asi.saglik.gov.tr/"
"784","Turkey","TUR",2021-03-20,13029754,8016078,5013676,185177,300924,15.45,9.5,5.94,3568,"Pfizer/BioNTech, Sinovac","COVID-19 Vaccine Information Platform","https://covid19asi.saglik.gov.tr/"
"785","Turkey","TUR",2021-03-21,13057722,8017698,5040024,27968,295090,15.48,9.51,5.98,3499,"Pfizer/BioNTech, Sinovac","COVID-19 Vaccine Information Platform","https://covid19asi.saglik.gov.tr/"
"786","Turkey","TUR",2021-03-22,13265952,8045789,5220163,208230,286334,15.73,9.54,6.19,3395,"Pfizer/BioNTech, Sinovac","COVID-19 Vaccine Information Platform","https://covid19asi.saglik.gov.tr/"
"787","Turkey","TUR",2021-03-23,13589167,8091685,5497482,323215,270410,16.11,9.59,6.52,3206,"Pfizer/BioNTech, Sinovac","COVID-19 Vaccine Information Platform","https://covid19asi.saglik.gov.tr/"
"788","Turkey","TUR",2021-03-24,13969867,8133043,5836824,380700,261089,16.56,9.64,6.92,3096,"Pfizer/BioNTech, Sinovac","COVID-19 Vaccine Information Platform","https://covid19asi.saglik.gov.tr/"
"789","Turkey","TUR",2021-03-25,14227410,8163156,6064254,257543,256561,16.87,9.68,7.19,3042,"Pfizer/BioNTech, Sinovac","COVID-19 Vaccine Information Platform","https://covid19asi.saglik.gov.tr/"
"790","Turkey","TUR",2021-03-26,14491247,8195554,6295693,263837,235239,17.18,9.72,7.46,2789,"Pfizer/BioNTech, Sinovac","COVID-19 Vaccine Information Platform","https://covid19asi.saglik.gov.tr/"
"791","Turkey","TUR",2021-03-27,14652659,8217124,6435535,161412,231844,17.37,9.74,7.63,2749,"Pfizer/BioNTech, Sinovac","COVID-19 Vaccine Information Platform","https://covid19asi.saglik.gov.tr/"
"792","Turkey","TUR",2021-03-28,NA,NA,NA,NA,249034,NA,NA,NA,2953,"Pfizer/BioNTech, Sinovac","COVID-19 Vaccine Information Platform","https://covid19asi.saglik.gov.tr/"
"793","Turkey","TUR",2021-03-29,14949260,8370872,6578388,NA,240473,17.73,9.93,7.8,2851,"Pfizer/BioNTech, Sinovac","COVID-19 Vaccine Information Platform","https://covid19asi.saglik.gov.tr/"
"794","Turkey","TUR",2021-03-30,15301462,8614368,6687094,352202,244614,18.14,10.21,7.93,2900,"Pfizer/BioNTech, Sinovac","COVID-19 Vaccine Information Platform","https://covid19asi.saglik.gov.tr/"
"795","Turkey","TUR",2021-03-31,15834787,8994454,6840333,533325,266417,18.78,10.66,8.11,3159,"Pfizer/BioNTech, Sinovac","COVID-19 Vaccine Information Platform","https://covid19asi.saglik.gov.tr/"
"796","Turkey","TUR",2021-04-01,16148683,9206500,6942183,313896,274468,19.15,10.92,8.23,3254,"Pfizer/BioNTech, Sinovac","COVID-19 Vaccine Information Platform","https://covid19asi.saglik.gov.tr/"
"797","Turkey","TUR",2021-04-02,16317170,9313746,7003424,168487,260846,19.35,11.04,8.3,3093,"Pfizer/BioNTech, Sinovac","COVID-19 Vaccine Information Platform","https://covid19asi.saglik.gov.tr/"
"798","Turkey","TUR",2021-04-03,16602919,9478896,7124023,285749,278609,19.69,11.24,8.45,3303,"Pfizer/BioNTech, Sinovac","COVID-19 Vaccine Information Platform","https://covid19asi.saglik.gov.tr/"
"799","Turkey","TUR",2021-04-04,16683067,9546643,7136424,80148,268872,19.78,11.32,8.46,3188,"Pfizer/BioNTech, Sinovac","COVID-19 Vaccine Information Platform","https://covid19asi.saglik.gov.tr/"
"800","Turkey","TUR",2021-04-05,16993574,9796506,7197068,310507,292045,20.15,11.62,8.53,3463,"Pfizer/BioNTech, Sinovac","COVID-19 Vaccine Information Platform","https://covid19asi.saglik.gov.tr/"
"801","Turkey","TUR",2021-04-06,17367875,10088238,7279637,374301,295202,20.59,11.96,8.63,3500,"Pfizer/BioNTech, Sinovac","COVID-19 Vaccine Information Platform","https://covid19asi.saglik.gov.tr/"
"802","Turkey","TUR",2021-04-07,17704888,10359390,7345498,337013,267157,20.99,12.28,8.71,3168,"Pfizer/BioNTech, Sinovac","COVID-19 Vaccine Information Platform","https://covid19asi.saglik.gov.tr/"
"803","Turkey","TUR",2021-04-08,18089783,10627037,7462746,384895,277300,21.45,12.6,8.85,3288,"Pfizer/BioNTech, Sinovac","COVID-19 Vaccine Information Platform","https://covid19asi.saglik.gov.tr/"
"804","Turkey","TUR",2021-04-09,18320384,10777451,7542933,230601,286173,21.72,12.78,8.94,3393,"Pfizer/BioNTech, Sinovac","COVID-19 Vaccine Information Platform","https://covid19asi.saglik.gov.tr/"
"805","Turkey","TUR",2021-04-10,18445354,10865731,7579623,124970,263205,21.87,12.88,8.99,3121,"Pfizer/BioNTech, Sinovac","COVID-19 Vaccine Information Platform","https://covid19asi.saglik.gov.tr/"
"806","Turkey","TUR",2021-04-11,18494796,10907432,7587364,49442,258818,21.93,12.93,9,3069,"Pfizer/BioNTech, Sinovac","COVID-19 Vaccine Information Platform","https://covid19asi.saglik.gov.tr/"
"807","Turkey","TUR",2021-04-12,18728978,11108847,7620131,234182,247915,22.21,13.17,9.04,2940,"Pfizer/BioNTech, Sinovac","COVID-19 Vaccine Information Platform","https://covid19asi.saglik.gov.tr/"
"808","United Kingdom","GBR",2021-01-03,1402432,1380430,22002,NA,NA,2.07,2.03,0.03,NA,"Oxford/AstraZeneca, Pfizer/BioNTech","Government of the United Kingdom","https://coronavirus.data.gov.uk/details/healthcare"
"809","United Kingdom","GBR",2021-01-04,NA,NA,NA,NA,182220,NA,NA,NA,2684,"Oxford/AstraZeneca, Pfizer/BioNTech","Government of the United Kingdom","https://coronavirus.data.gov.uk/details/healthcare"
"810","United Kingdom","GBR",2021-01-05,NA,NA,NA,NA,182220,NA,NA,NA,2684,"Oxford/AstraZeneca, Pfizer/BioNTech","Government of the United Kingdom","https://coronavirus.data.gov.uk/details/healthcare"
"811","United Kingdom","GBR",2021-01-06,NA,NA,NA,NA,182220,NA,NA,NA,2684,"Oxford/AstraZeneca, Pfizer/BioNTech","Government of the United Kingdom","https://coronavirus.data.gov.uk/details/healthcare"
"812","United Kingdom","GBR",2021-01-07,NA,NA,NA,NA,182220,NA,NA,NA,2684,"Oxford/AstraZeneca, Pfizer/BioNTech","Government of the United Kingdom","https://coronavirus.data.gov.uk/details/healthcare"
"813","United Kingdom","GBR",2021-01-08,NA,NA,NA,NA,182220,NA,NA,NA,2684,"Oxford/AstraZeneca, Pfizer/BioNTech","Government of the United Kingdom","https://coronavirus.data.gov.uk/details/healthcare"
"814","United Kingdom","GBR",2021-01-09,NA,NA,NA,NA,182220,NA,NA,NA,2684,"Oxford/AstraZeneca, Pfizer/BioNTech","Government of the United Kingdom","https://coronavirus.data.gov.uk/details/healthcare"
"815","United Kingdom","GBR",2021-01-10,2677971,2286572,391399,NA,182220,3.94,3.37,0.58,2684,"Oxford/AstraZeneca, Pfizer/BioNTech","Government of the United Kingdom","https://coronavirus.data.gov.uk/details/healthcare"
"816","United Kingdom","GBR",2021-01-11,2843815,2431648,412167,165844,179880,4.19,3.58,0.61,2650,"Oxford/AstraZeneca, Pfizer/BioNTech","Government of the United Kingdom","https://coronavirus.data.gov.uk/details/healthcare"
"817","United Kingdom","GBR",2021-01-12,3067541,2639309,428232,223726,185810,4.52,3.89,0.63,2737,"Oxford/AstraZeneca, Pfizer/BioNTech","Government of the United Kingdom","https://coronavirus.data.gov.uk/details/healthcare"
"818","United Kingdom","GBR",2021-01-13,3356229,2918252,437977,288688,201020,4.94,4.3,0.65,2961,"Oxford/AstraZeneca, Pfizer/BioNTech","Government of the United Kingdom","https://coronavirus.data.gov.uk/details/healthcare"
"819","United Kingdom","GBR",2021-01-14,3678180,3234946,443234,321951,220981,5.42,4.77,0.65,3255,"Oxford/AstraZeneca, Pfizer/BioNTech","Government of the United Kingdom","https://coronavirus.data.gov.uk/details/healthcare"
"820","United Kingdom","GBR",2021-01-15,4023705,3576263,447442,345525,244311,5.93,5.27,0.66,3599,"Oxford/AstraZeneca, Pfizer/BioNTech","Government of the United Kingdom","https://coronavirus.data.gov.uk/details/healthcare"
"821","United Kingdom","GBR",2021-01-16,4322456,3872394,450062,298751,260958,6.37,5.7,0.66,3844,"Oxford/AstraZeneca, Pfizer/BioNTech","Government of the United Kingdom","https://coronavirus.data.gov.uk/details/healthcare"
"822","United Kingdom","GBR",2021-01-17,4514802,4062501,452301,192346,262404,6.65,5.98,0.67,3865,"Oxford/AstraZeneca, Pfizer/BioNTech","Government of the United Kingdom","https://coronavirus.data.gov.uk/details/healthcare"
"823","United Kingdom","GBR",2021-01-18,4723443,4266577,456866,208641,268518,6.96,6.28,0.67,3955,"Oxford/AstraZeneca, Pfizer/BioNTech","Government of the United Kingdom","https://coronavirus.data.gov.uk/details/healthcare"
"824","United Kingdom","GBR",2021-01-19,5070365,4609740,460625,346922,286118,7.47,6.79,0.68,4215,"Oxford/AstraZeneca, Pfizer/BioNTech","Government of the United Kingdom","https://coronavirus.data.gov.uk/details/healthcare"
"825","United Kingdom","GBR",2021-01-20,5437284,4973248,464036,366919,297294,8.01,7.33,0.68,4379,"Oxford/AstraZeneca, Pfizer/BioNTech","Government of the United Kingdom","https://coronavirus.data.gov.uk/details/healthcare"
"826","United Kingdom","GBR",2021-01-21,5849899,5383103,466796,412615,310246,8.62,7.93,0.69,4570,"Oxford/AstraZeneca, Pfizer/BioNTech","Government of the United Kingdom","https://coronavirus.data.gov.uk/details/healthcare"
"827","United Kingdom","GBR",2021-01-22,6329968,5861351,468617,480069,329466,9.32,8.63,0.69,4853,"Oxford/AstraZeneca, Pfizer/BioNTech","Government of the United Kingdom","https://coronavirus.data.gov.uk/details/healthcare"
"828","United Kingdom","GBR",2021-01-23,6822981,6353321,469660,493013,357218,10.05,9.36,0.69,5262,"Oxford/AstraZeneca, Pfizer/BioNTech","Government of the United Kingdom","https://coronavirus.data.gov.uk/details/healthcare"
"829","United Kingdom","GBR",2021-01-24,7044048,6573570,470478,221067,361321,10.38,9.68,0.69,5322,"Oxford/AstraZeneca, Pfizer/BioNTech","Government of the United Kingdom","https://coronavirus.data.gov.uk/details/healthcare"
"830","United Kingdom","GBR",2021-01-25,7325773,6853327,472446,281725,371761,10.79,10.1,0.7,5476,"Oxford/AstraZeneca, Pfizer/BioNTech","Government of the United Kingdom","https://coronavirus.data.gov.uk/details/healthcare"
"831","United Kingdom","GBR",2021-01-26,7638543,7164387,474156,312770,366883,11.25,10.55,0.7,5404,"Oxford/AstraZeneca, Pfizer/BioNTech","Government of the United Kingdom","https://coronavirus.data.gov.uk/details/healthcare"
"832","United Kingdom","GBR",2021-01-27,7953250,7476765,476485,314707,359424,11.72,11.01,0.7,5295,"Oxford/AstraZeneca, Pfizer/BioNTech","Government of the United Kingdom","https://coronavirus.data.gov.uk/details/healthcare"
"833","United Kingdom","GBR",2021-01-28,8369438,7891184,478254,416188,359934,12.33,11.62,0.7,5302,"Oxford/AstraZeneca, Pfizer/BioNTech","Government of the United Kingdom","https://coronavirus.data.gov.uk/details/healthcare"
"834","United Kingdom","GBR",2021-01-29,8859372,8378940,480432,489934,361343,13.05,12.34,0.71,5323,"Oxford/AstraZeneca, Pfizer/BioNTech","Government of the United Kingdom","https://coronavirus.data.gov.uk/details/healthcare"
"835","United Kingdom","GBR",2021-01-30,9468382,8977329,491053,609010,377914,13.95,13.22,0.72,5567,"Oxford/AstraZeneca, Pfizer/BioNTech","Government of the United Kingdom","https://coronavirus.data.gov.uk/details/healthcare"
"836","United Kingdom","GBR",2021-01-31,9790576,9296367,494209,322194,392361,14.42,13.69,0.73,5780,"Oxford/AstraZeneca, Pfizer/BioNTech","Government of the United Kingdom","https://coronavirus.data.gov.uk/details/healthcare"
"837","United Kingdom","GBR",2021-02-01,10143511,9646715,496796,352935,402534,14.94,14.21,0.73,5930,"Oxford/AstraZeneca, Pfizer/BioNTech","Government of the United Kingdom","https://coronavirus.data.gov.uk/details/healthcare"
"838","United Kingdom","GBR",2021-02-02,10520433,10021471,498962,376922,411699,15.5,14.76,0.73,6065,"Oxford/AstraZeneca, Pfizer/BioNTech","Government of the United Kingdom","https://coronavirus.data.gov.uk/details/healthcare"
"839","United Kingdom","GBR",2021-02-03,10992444,10490487,501957,472011,434171,16.19,15.45,0.74,6396,"Oxford/AstraZeneca, Pfizer/BioNTech","Government of the United Kingdom","https://coronavirus.data.gov.uk/details/healthcare"
"840","United Kingdom","GBR",2021-02-04,11477040,10971047,505993,484596,443943,16.91,16.16,0.75,6540,"Oxford/AstraZeneca, Pfizer/BioNTech","Government of the United Kingdom","https://coronavirus.data.gov.uk/details/healthcare"
"841","United Kingdom","GBR",2021-02-05,11975267,11465210,510057,498227,445128,17.64,16.89,0.75,6557,"Oxford/AstraZeneca, Pfizer/BioNTech","Government of the United Kingdom","https://coronavirus.data.gov.uk/details/healthcare"
"842","United Kingdom","GBR",2021-02-06,12526737,12015018,511719,551470,436908,18.45,17.7,0.75,6436,"Oxford/AstraZeneca, Pfizer/BioNTech","Government of the United Kingdom","https://coronavirus.data.gov.uk/details/healthcare"
"843","United Kingdom","GBR",2021-02-07,12806587,12294006,512581,279850,430859,18.86,18.11,0.76,6347,"Oxford/AstraZeneca, Pfizer/BioNTech","Government of the United Kingdom","https://coronavirus.data.gov.uk/details/healthcare"
"844","United Kingdom","GBR",2021-02-08,13162878,12646486,516392,356291,431338,19.39,18.63,0.76,6354,"Oxford/AstraZeneca, Pfizer/BioNTech","Government of the United Kingdom","https://coronavirus.data.gov.uk/details/healthcare"
"845","United Kingdom","GBR",2021-02-09,13577851,13058298,519553,414973,436774,20,19.24,0.77,6434,"Oxford/AstraZeneca, Pfizer/BioNTech","Government of the United Kingdom","https://coronavirus.data.gov.uk/details/healthcare"
"846","United Kingdom","GBR",2021-02-10,14033555,13509108,524447,455704,434444,20.67,19.9,0.77,6400,"Oxford/AstraZeneca, Pfizer/BioNTech","Government of the United Kingdom","https://coronavirus.data.gov.uk/details/healthcare"
"847","United Kingdom","GBR",2021-02-11,14542318,14012224,530094,508763,437897,21.42,20.64,0.78,6450,"Oxford/AstraZeneca, Pfizer/BioNTech","Government of the United Kingdom","https://coronavirus.data.gov.uk/details/healthcare"
"848","United Kingdom","GBR",2021-02-12,15091696,14556827,534869,549378,445204,22.23,21.44,0.79,6558,"Oxford/AstraZeneca, Pfizer/BioNTech","Government of the United Kingdom","https://coronavirus.data.gov.uk/details/healthcare"
"849","United Kingdom","GBR",2021-02-13,15599904,15062189,537715,508208,439024,22.98,22.19,0.79,6467,"Oxford/AstraZeneca, Pfizer/BioNTech","Government of the United Kingdom","https://coronavirus.data.gov.uk/details/healthcare"
"850","United Kingdom","GBR",2021-02-14,15839781,15300151,539630,239877,433313,23.33,22.54,0.79,6383,"Oxford/AstraZeneca, Pfizer/BioNTech","Government of the United Kingdom","https://coronavirus.data.gov.uk/details/healthcare"
"851","United Kingdom","GBR",2021-02-15,16122272,15576107,546165,282491,422771,23.75,22.94,0.8,6228,"Oxford/AstraZeneca, Pfizer/BioNTech","Government of the United Kingdom","https://coronavirus.data.gov.uk/details/healthcare"
"852","United Kingdom","GBR",2021-02-16,16499549,15940972,558577,377277,417385,24.3,23.48,0.82,6148,"Oxford/AstraZeneca, Pfizer/BioNTech","Government of the United Kingdom","https://coronavirus.data.gov.uk/details/healthcare"
"853","United Kingdom","GBR",2021-02-17,16996806,16423082,573724,497257,423322,25.04,24.19,0.85,6236,"Oxford/AstraZeneca, Pfizer/BioNTech","Government of the United Kingdom","https://coronavirus.data.gov.uk/details/healthcare"
"854","United Kingdom","GBR",2021-02-18,17465127,16875536,589591,468321,417544,25.73,24.86,0.87,6151,"Oxford/AstraZeneca, Pfizer/BioNTech","Government of the United Kingdom","https://coronavirus.data.gov.uk/details/healthcare"
"855","United Kingdom","GBR",2021-02-19,17852327,17247442,604885,387200,394376,26.3,25.41,0.89,5809,"Oxford/AstraZeneca, Pfizer/BioNTech","Government of the United Kingdom","https://coronavirus.data.gov.uk/details/healthcare"
"856","United Kingdom","GBR",2021-02-20,18197269,17582121,615148,344942,371052,26.81,25.9,0.91,5466,"Oxford/AstraZeneca, Pfizer/BioNTech","Government of the United Kingdom","https://coronavirus.data.gov.uk/details/healthcare"
"857","United Kingdom","GBR",2021-02-21,18348165,17723840,624325,150896,358341,27.03,26.11,0.92,5279,"Oxford/AstraZeneca, Pfizer/BioNTech","Government of the United Kingdom","https://coronavirus.data.gov.uk/details/healthcare"
"858","United Kingdom","GBR",2021-02-22,18558969,17916181,642788,210804,348100,27.34,26.39,0.95,5128,"Oxford/AstraZeneca, Pfizer/BioNTech","Government of the United Kingdom","https://coronavirus.data.gov.uk/details/healthcare"
"859","United Kingdom","GBR",2021-02-23,18911978,18242873,669105,353009,344633,27.86,26.87,0.99,5077,"Oxford/AstraZeneca, Pfizer/BioNTech","Government of the United Kingdom","https://coronavirus.data.gov.uk/details/healthcare"
"860","United Kingdom","GBR",2021-02-24,19392553,18691835,700718,480575,342250,28.57,27.53,1.03,5042,"Oxford/AstraZeneca, Pfizer/BioNTech","Government of the United Kingdom","https://coronavirus.data.gov.uk/details/healthcare"
"861","United Kingdom","GBR",2021-02-25,19913592,19177555,736037,521039,349781,29.33,28.25,1.08,5152,"Oxford/AstraZeneca, Pfizer/BioNTech","Government of the United Kingdom","https://coronavirus.data.gov.uk/details/healthcare"
"862","United Kingdom","GBR",2021-02-26,20450858,19682048,768810,537266,371219,30.13,28.99,1.13,5468,"Oxford/AstraZeneca, Pfizer/BioNTech","Government of the United Kingdom","https://coronavirus.data.gov.uk/details/healthcare"
"863","United Kingdom","GBR",2021-02-27,20885683,20089551,796132,434825,384059,30.77,29.59,1.17,5657,"Oxford/AstraZeneca, Pfizer/BioNTech","Government of the United Kingdom","https://coronavirus.data.gov.uk/details/healthcare"
"864","United Kingdom","GBR",2021-02-28,21091267,20275451,815816,205584,391872,31.07,29.87,1.2,5773,"Oxford/AstraZeneca, Pfizer/BioNTech","Government of the United Kingdom","https://coronavirus.data.gov.uk/details/healthcare"
"865","United Kingdom","GBR",2021-03-01,21322717,20478619,844098,231450,394821,31.41,30.17,1.24,5816,"Oxford/AstraZeneca, Pfizer/BioNTech","Government of the United Kingdom","https://coronavirus.data.gov.uk/details/healthcare"
"866","United Kingdom","GBR",2021-03-02,21599027,20703615,895412,276310,383864,31.82,30.5,1.32,5655,"Oxford/AstraZeneca, Pfizer/BioNTech","Government of the United Kingdom","https://coronavirus.data.gov.uk/details/healthcare"
"867","United Kingdom","GBR",2021-03-03,21946433,20982571,963862,347406,364840,32.33,30.91,1.42,5374,"Oxford/AstraZeneca, Pfizer/BioNTech","Government of the United Kingdom","https://coronavirus.data.gov.uk/details/healthcare"
"868","United Kingdom","GBR",2021-03-04,22392883,21358815,1034068,446450,354184,32.99,31.46,1.52,5217,"Oxford/AstraZeneca, Pfizer/BioNTech","Government of the United Kingdom","https://coronavirus.data.gov.uk/details/healthcare"
"869","United Kingdom","GBR",2021-03-05,22887118,21796278,1090840,494235,348037,33.71,32.11,1.61,5127,"Oxford/AstraZeneca, Pfizer/BioNTech","Government of the United Kingdom","https://coronavirus.data.gov.uk/details/healthcare"
"870","United Kingdom","GBR",2021-03-06,23335514,22213112,1122402,448396,349976,34.37,32.72,1.65,5155,"Oxford/AstraZeneca, Pfizer/BioNTech","Government of the United Kingdom","https://coronavirus.data.gov.uk/details/healthcare"
"871","United Kingdom","GBR",2021-03-07,23519898,22377255,1142643,184384,346947,34.65,32.96,1.68,5111,"Oxford/AstraZeneca, Pfizer/BioNTech","Government of the United Kingdom","https://coronavirus.data.gov.uk/details/healthcare"
"872","United Kingdom","GBR",2021-03-08,23773959,22592528,1181431,254061,350177,35.02,33.28,1.74,5158,"Oxford/AstraZeneca, Pfizer/BioNTech","Government of the United Kingdom","https://coronavirus.data.gov.uk/details/healthcare"
"873","United Kingdom","GBR",2021-03-09,24064182,22809829,1254353,290223,352165,35.45,33.6,1.85,5188,"Oxford/AstraZeneca, Pfizer/BioNTech","Government of the United Kingdom","https://coronavirus.data.gov.uk/details/healthcare"
"874","United Kingdom","GBR",2021-03-10,24405231,23053716,1351515,341049,351257,35.95,33.96,1.99,5174,"Oxford/AstraZeneca, Pfizer/BioNTech","Government of the United Kingdom","https://coronavirus.data.gov.uk/details/healthcare"
"875","United Kingdom","GBR",2021-03-11,24759603,23314525,1445078,354372,338103,36.47,34.34,2.13,4980,"Oxford/AstraZeneca, Pfizer/BioNTech","Government of the United Kingdom","https://coronavirus.data.gov.uk/details/healthcare"
"876","United Kingdom","GBR",2021-03-12,25216857,23684103,1532754,457254,332820,37.15,34.89,2.26,4903,"Oxford/AstraZeneca, Pfizer/BioNTech","Government of the United Kingdom","https://coronavirus.data.gov.uk/details/healthcare"
"877","United Kingdom","GBR",2021-03-13,25781120,24196211,1584909,564263,349372,37.98,35.64,2.33,5146,"Oxford/AstraZeneca, Pfizer/BioNTech","Government of the United Kingdom","https://coronavirus.data.gov.uk/details/healthcare"
"878","United Kingdom","GBR",2021-03-14,26063501,24453221,1610280,282381,363372,38.39,36.02,2.37,5353,"Oxford/AstraZeneca, Pfizer/BioNTech","Government of the United Kingdom","https://coronavirus.data.gov.uk/details/healthcare"
"879","United Kingdom","GBR",2021-03-15,26503552,24839906,1663646,440051,389942,39.04,36.59,2.45,5744,"Oxford/AstraZeneca, Pfizer/BioNTech","Government of the United Kingdom","https://coronavirus.data.gov.uk/details/healthcare"
"880","United Kingdom","GBR",2021-03-16,27032671,25273226,1759445,529119,424070,39.82,37.23,2.59,6247,"Oxford/AstraZeneca, Pfizer/BioNTech","Government of the United Kingdom","https://coronavirus.data.gov.uk/details/healthcare"
"881","United Kingdom","GBR",2021-03-17,27614526,25735472,1879054,581855,458471,40.68,37.91,2.77,6754,"Oxford/AstraZeneca, Pfizer/BioNTech","Government of the United Kingdom","https://coronavirus.data.gov.uk/details/healthcare"
"882","United Kingdom","GBR",2021-03-18,28274802,26263732,2011070,660276,502171,41.65,38.69,2.96,7397,"Oxford/AstraZeneca, Pfizer/BioNTech","Government of the United Kingdom","https://coronavirus.data.gov.uk/details/healthcare"
"883","United Kingdom","GBR",2021-03-19,29015457,26878662,2136795,740655,542657,42.74,39.59,3.15,7994,"Oxford/AstraZeneca, Pfizer/BioNTech","Government of the United Kingdom","https://coronavirus.data.gov.uk/details/healthcare"
"884","United Kingdom","GBR",2021-03-20,29859742,27630970,2228772,844285,582660,43.99,40.7,3.28,8583,"Oxford/AstraZeneca, Pfizer/BioNTech","Government of the United Kingdom","https://coronavirus.data.gov.uk/details/healthcare"
"885","United Kingdom","GBR",2021-03-21,30279360,27997976,2281384,419618,602266,44.6,41.24,3.36,8872,"Oxford/AstraZeneca, Pfizer/BioNTech","Government of the United Kingdom","https://coronavirus.data.gov.uk/details/healthcare"
"886","United Kingdom","GBR",2021-03-22,30691557,28327873,2363684,412197,598286,45.21,41.73,3.48,8813,"Oxford/AstraZeneca, Pfizer/BioNTech","Government of the United Kingdom","https://coronavirus.data.gov.uk/details/healthcare"
"887","United Kingdom","GBR",2021-03-23,31186362,28653523,2532839,494805,593384,45.94,42.21,3.73,8741,"Oxford/AstraZeneca, Pfizer/BioNTech","Government of the United Kingdom","https://coronavirus.data.gov.uk/details/healthcare"
"888","United Kingdom","GBR",2021-03-24,31766669,28991188,2775481,580307,593163,46.79,42.71,4.09,8738,"Oxford/AstraZeneca, Pfizer/BioNTech","Government of the United Kingdom","https://coronavirus.data.gov.uk/details/healthcare"
"889","United Kingdom","GBR",2021-03-25,32325993,29316130,3009863,559324,578742,47.62,43.18,4.43,8525,"Oxford/AstraZeneca, Pfizer/BioNTech","Government of the United Kingdom","https://coronavirus.data.gov.uk/details/healthcare"
"890","United Kingdom","GBR",2021-03-26,33020952,29727435,3293517,694959,572214,48.64,43.79,4.85,8429,"Oxford/AstraZeneca, Pfizer/BioNTech","Government of the United Kingdom","https://coronavirus.data.gov.uk/details/healthcare"
"891","United Kingdom","GBR",2021-03-27,33684114,30151736,3532378,663162,546339,49.62,44.42,5.2,8048,"Oxford/AstraZeneca, Pfizer/BioNTech","Government of the United Kingdom","https://coronavirus.data.gov.uk/details/healthcare"
"892","United Kingdom","GBR",2021-03-28,34125256,30445284,3679972,441142,549414,50.27,44.85,5.42,8093,"Oxford/AstraZeneca, Pfizer/BioNTech","Government of the United Kingdom","https://coronavirus.data.gov.uk/details/healthcare"
"893","United Kingdom","GBR",2021-03-29,34530295,30682093,3848202,405039,548391,50.87,45.2,5.67,8078,"Oxford/AstraZeneca, Pfizer/BioNTech","Government of the United Kingdom","https://coronavirus.data.gov.uk/details/healthcare"
"894","United Kingdom","GBR",2021-03-30,35033894,30908010,4125884,503599,549647,51.61,45.53,6.08,8097,"Oxford/AstraZeneca, Pfizer/BioNTech","Government of the United Kingdom","https://coronavirus.data.gov.uk/details/healthcare"
"895","United Kingdom","GBR",2021-03-31,35660902,31147444,4513458,627008,556319,52.53,45.88,6.65,8195,"Oxford/AstraZeneca, Pfizer/BioNTech","Government of the United Kingdom","https://coronavirus.data.gov.uk/details/healthcare"
"896","United Kingdom","GBR",2021-04-01,36277136,31318262,4958874,616234,564449,53.44,46.13,7.3,8315,"Oxford/AstraZeneca, Pfizer/BioNTech","Government of the United Kingdom","https://coronavirus.data.gov.uk/details/healthcare"
"897","United Kingdom","GBR",2021-04-02,36631187,31425682,5205505,354051,515748,53.96,46.29,7.67,7597,"Oxford/AstraZeneca, Pfizer/BioNTech","Government of the United Kingdom","https://coronavirus.data.gov.uk/details/healthcare"
"898","United Kingdom","GBR",2021-04-03,36917986,31533568,5384418,286799,461982,54.38,46.45,7.93,6805,"Oxford/AstraZeneca, Pfizer/BioNTech","Government of the United Kingdom","https://coronavirus.data.gov.uk/details/healthcare"
"899","United Kingdom","GBR",2021-04-04,37013749,31581623,5432126,95763,412642,54.52,46.52,8,6078,"Oxford/AstraZeneca, Pfizer/BioNTech","Government of the United Kingdom","https://coronavirus.data.gov.uk/details/healthcare"
"900","United Kingdom","GBR",2021-04-05,37119083,31622367,5496716,105334,369827,54.68,46.58,8.1,5448,"Oxford/AstraZeneca, Pfizer/BioNTech","Government of the United Kingdom","https://coronavirus.data.gov.uk/details/healthcare"
"901","United Kingdom","GBR",2021-04-06,37391103,31707594,5683509,272020,336744,55.08,46.71,8.37,4960,"Oxford/AstraZeneca, Pfizer/BioNTech","Government of the United Kingdom","https://coronavirus.data.gov.uk/details/healthcare"
"902","United Kingdom","GBR",2021-04-07,37899029,31807124,6091905,507926,319732,55.83,46.85,8.97,4710,"Oxford/AstraZeneca, Pfizer/BioNTech","Government of the United Kingdom","https://coronavirus.data.gov.uk/details/healthcare"
"903","United Kingdom","GBR",2021-04-08,38444540,31903366,6541174,545511,309629,56.63,47,9.64,4561,"Oxford/AstraZeneca, Pfizer/BioNTech","Government of the United Kingdom","https://coronavirus.data.gov.uk/details/healthcare"
"904","United Kingdom","GBR",2021-04-09,39001554,32010244,6991310,557014,338624,57.45,47.15,10.3,4988,"Oxford/AstraZeneca, Pfizer/BioNTech","Government of the United Kingdom","https://coronavirus.data.gov.uk/details/healthcare"
"905","United Kingdom","GBR",2021-04-10,39587893,32121353,7466540,586339,381415,58.32,47.32,11,5618,"Oxford/AstraZeneca, Pfizer/BioNTech","Government of the United Kingdom","https://coronavirus.data.gov.uk/details/healthcare"
